LAMMPS data file via write_data, version 24 Oct 2018, timestep = 3384000

2932 atoms
11 atom types
1248 bonds
2 bond types
380 angles
1 angle types

5.6286723611162259e-01 3.1974132763888342e+01 xlo xhi
-2.2580970823905533e+00 2.6701947082394369e+01 ylo yhi
-2.8085113194018620e+00 3.8337512319404759e+01 zlo zhi
1.2424228209787135e+01 0.0000000000000000e+00 0.0000000000000000e+00 xy xz yz

Masses

1 40.078
2 40.078
3 1.0078
4 15.9996
5 15.9996
6 15.9996
7 28.0855
8 1.0078
9 1.0078
10 15.9996
11 8

Pair Coeffs # lj/cut/coul/long

1 5.0298e-06 5.5667
2 5.0298e-06 2.87199
3 0 0
4 0.1554 3.1655
5 0.1554 3.1655
6 0.1554 3.1655
7 1.8405e-06 3.302
8 0 0
9 0 0
10 0.1554 3.1655
11 0.1554 3.1655

Bond Coeffs # harmonic

1 554.135 1
2 554.135 1

Angle Coeffs # harmonic

1 45.7696 109.47

Atoms # full

855 2 4 -1.0500000000000000e+00 2.2623409623418645e+01 1.0089251940119196e+01 8.1373100249479657e-01 0 0 0
556 1 9 4.0999999999999998e-01 1.0773660222915961e+01 6.0336864848881309e+00 -1.5735943475632950e+00 1 0 0
1316 2 9 4.0999999999999998e-01 3.0964875023520818e+01 9.8126129812798428e+00 -1.5687647836688234e+00 0 0 1
844 2 1 1.3600000000000001e+00 1.9291388856633986e+01 8.5594287656638404e+00 1.6363225521698732e+00 0 0 0
1322 2 9 4.0999999999999998e-01 1.9214545862600353e+01 -1.4933635633843712e+00 -1.2730640557377099e-01 0 0 0
2824 4 9 4.0999999999999998e-01 1.7905131357624207e+01 4.5913176540496692e-01 9.7606261104324932e-01 0 1 0
60 1 7 2.1000000000000001e+00 3.3167809010255908e+01 1.0909646907967596e+00 1.4308485169694418e-01 -1 0 0
1849 3 10 -9.4999999999999996e-01 3.1571138919158347e+01 5.4425125348790457e+00 -1.7371759910427920e+00 0 1 0
441 1 10 -9.4999999999999996e-01 3.4174687607522941e+01 1.1045186932822157e+01 1.4690331323775392e+00 -1 -1 0
1743 3 10 -9.4999999999999996e-01 1.4856670964417491e+01 1.0091775335867185e+01 -1.8062767249838991e+00 0 0 1
1278 2 11 -8.1999999999999995e-01 1.8383158201726086e+01 2.1232819244456635e+00 -1.7917513245757426e+00 -1 1 1
94 1 6 -9.4999999999999996e-01 3.1660964942072816e+01 1.0268785349445879e+00 -3.0578559979660130e-01 -1 0 0
857 2 5 -1.1808000000000001e+00 1.9854586551960871e+01 6.6705599108487084e+00 2.9317444670395463e+00 0 0 0
1850 3 8 4.2499999999999999e-01 3.1408651812990588e+01 5.7063514341853425e+00 -2.7573965184731235e+00 0 1 0
1315 2 9 4.0999999999999998e-01 2.9573285817617009e+01 1.0656006987328814e+01 -1.7060281149612924e+00 0 0 1
2823 4 9 4.0999999999999998e-01 1.9422192870591527e+01 1.0113236301358925e+00 7.3053561636802522e-01 0 1 0
1199 2 9 4.0999999999999998e-01 1.5702734846437419e+01 1.3139321044828518e+00 1.0544108771064797e+00 0 0 1
903 2 4 -1.0500000000000000e+00 2.5420927584730279e+01 6.1315886867554701e+00 1.8830006411143576e+00 0 0 0
1461 2 11 -8.1999999999999995e-01 7.3453618508437541e+00 1.3854224403628028e+00 -1.6580372445169187e+00 0 0 0
2822 4 11 -8.1999999999999995e-01 1.8871378731766892e+01 3.1371638572410659e-01 1.1887561947505316e+00 0 1 0
794 2 7 2.1000000000000001e+00 2.6550494480466082e+01 5.0752844725510702e+00 2.2564249476328411e+00 0 0 0
2581 4 8 4.2499999999999999e-01 1.5795057438813613e+01 7.0358688282298925e+00 -1.3236664451060989e+00 0 1 1
1177 2 8 4.2499999999999999e-01 1.1514458239101627e+01 -9.1406363723258777e-01 -2.2895703733938948e+00 0 0 1
1987 3 11 -8.1999999999999995e-01 6.7750682129835305e+00 5.1268986877327825e+00 -2.2418884149375233e+00 0 1 0
2924 4 11 -8.1999999999999995e-01 5.9141434683497929e+00 -1.5943686450017327e+00 -2.0814150669907900e+00 0 0 1
1279 2 9 4.0999999999999998e-01 1.9118390990717579e+01 1.8356462760464580e+00 -2.4055238374885719e+00 -1 1 1
1297 2 9 4.0999999999999998e-01 1.4266816671688339e+01 -2.0769284979146723e+00 1.4564786299425116e+00 0 0 1
1907 3 10 -9.4999999999999996e-01 3.1819548429793024e+01 4.2421310726615813e+00 5.0060854868794102e-01 -1 1 0
122 1 4 -1.0500000000000000e+00 6.5203819418520004e+00 8.0032080151103262e+00 1.8475533963806547e+00 0 0 0
38 1 6 -9.4999999999999996e-01 2.6004419858878926e+01 1.3213539042017242e+00 7.1984890041170779e-01 -1 0 0
554 1 11 -8.1999999999999995e-01 1.0451972976056068e+01 5.9190825520762598e+00 -6.3369998220888357e-01 1 0 0
555 1 9 4.0999999999999998e-01 1.0732324464413711e+01 5.0218573901129542e+00 -2.9251346987839644e-01 1 0 0
1918 3 11 -8.1999999999999995e-01 3.4863862938537444e+01 7.8303264859336403e+00 -1.4345648073067050e+00 0 0 0
1991 3 9 4.0999999999999998e-01 2.4209683084840062e+01 1.0642070718523189e+00 -2.0988088715141671e+00 -1 1 1
2842 4 9 4.0999999999999998e-01 1.8368645559273517e+01 1.0733585962708597e+01 -3.1335871785792546e-01 -1 0 0
1462 2 9 4.0999999999999998e-01 7.7630835480227818e+00 2.2126820555815194e+00 -1.2823135189162405e+00 0 0 0
378 1 8 4.2499999999999999e-01 1.1110683290617590e+01 7.7694757953828275e-01 7.4975294389657743e-01 -1 0 0
2082 3 9 4.0999999999999998e-01 6.0896545455158551e+00 9.8959116553590700e+00 -1.4275567703219090e+00 0 1 0
217 1 3 4.2499999999999999e-01 2.8904427225531936e+01 1.8632708899009858e+00 -3.7024117429353381e-01 -1 0 0
2293 4 6 -9.4999999999999996e-01 2.8303671059396951e+01 1.1444244847490365e+01 -7.6990754097295011e-01 0 0 0
1394 2 9 4.0999999999999998e-01 2.0344077924635631e+01 1.7663958783969469e-01 -1.6560500149102491e+00 0 0 1
2262 4 4 -1.0500000000000000e+00 3.0813278850488672e+01 1.0184119410767773e+01 2.4514080029053731e+00 0 0 0
1920 3 9 4.0999999999999998e-01 3.5518344407205319e+01 8.3321495249521060e+00 -8.6901565075426102e-01 0 0 0
2765 4 11 -8.1999999999999995e-01 2.4290507822270939e+01 -2.0529002273468646e+00 -2.1972189741075780e+00 0 1 1
